latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
46.119606052777776,7.021149263888889,999.6066,13.91556,71,2022,-781619.173
46.11960615833333,7.021150738888888,999.6538,13.91583,71,2022,-781858.250
46.119606000000005,7.021151575,999.6927,13.91611,71,2022,-782097.544
46.119605658333334,7.021152466666667,999.6988,13.91639,71,2022,-782336.592
46.11960556388889,7.021153347222223,999.7047,13.91667,71,2022,-782576.057
46.11960511388889,7.021154288888888,999.6844,13.91694,71,2022,-782815.364
46.11960475555556,7.021155575000001,999.7769,13.91722,71,2022,-783054.340
46.11960477777779,7.021156344444444,999.8016,13.91750,71,2022,-783293.422
46.119604591666665,7.021157172222222,999.8694,13.91778,71,2022,-783532.374
46.11960446111111,7.021157933333334,999.9697,13.91806,71,2022,-783771.371
46.11960470833334,7.021158616666667,999.9583,13.91833,71,2022,-784010.562
46.119604700000004,7.021159225,1000.029,13.91861,71,2022,-784249.619
46.11960453333335,7.021159552777779,1000.0339,13.91889,71,2022,-784488.779
46.11960469166667,7.021159838888889,1000.0641,13.91917,71,2022,-784727.988
46.11960560277778,7.021160158333334,999.9381,13.91944,71,2022,-784967.777
46.11960553888889,7.021160569444444,999.9254,13.91972,71,2022,-785209.603
46.119605444444446,7.02116105,999.9225,13.92000,71,2022,-785452.225
46.119605194444446,7.021161586111111,999.8961,13.92028,71,2022,-785690.062
46.11960458055556,7.021162347222222,1000.1338,13.92056,71,2022,-785928.100
46.11960527222222,7.021163127777777,1000.0946,13.92083,71,2022,-786167.542
